142671929,parent15k051320191212000351@schlperf.com,ADDIS035,ABABA035,099 Street,Lexington,SC,29071,9215730023,10351,1111,10,2022 
142687246,parent15k231320190812000031@schlperf.com,ADDIS003,ABABA003,084 Street,Lexington,SC,29071,9215730017,10031,1111,10,2022 
142687247,parent15k241320190812000261@schlperf.com,ADDIS026,ABABA026,051 Street,Lexington,SC,29071,9215730053,10261,1111,10,2022 
142687248,parent15k241320190812000272@schlperf.com,RUBY027,ABBA027,067 Street,Christiana,DE,19702,9215730059,10272,1111,10,2022 
142687249,parent15k241320190812000283@schlperf.com,GEMMA028,ABAC028,048 Street,Newark,DE,19702,9215730048,10283,1111,10,2022 
142687250,parent15k241320190812000284@schlperf.com,ALICIA028,ABAD028,075 Street,Astoria,NY,11103,9215730089,10284,1111,10,2022 
142687251,parent15k241320190812000285@schlperf.com,BETH028,ABAD028,053 Street,Long Island City,NY,11103,9215730022,10285,1111,10,2022 
142687252,parent15k241320190812000286@schlperf.com,BEVERLY028,ABAD028,018 Street,Slippery Rock,PA,16057,9215730049,10286,1111,10,2022 
142687253,parent15k241320190812000297@schlperf.com,BRENDA029,ABAD029,086 Street,Hamilton,NJ,8691,9215730049,10297,1111,10,2022 
142687254,parent15k241320190812000298@schlperf.com,DAHLIA029,ABAD029,095 Street,Trenton,NJ,8691,9215730079,10298,1111,10,2022 
142687255,parent15k241320190812000299@schlperf.com,ELIZABETH029,ABAD029,061 Street,Robbinsville,NJ,8691,9215730094,10299,1111,10,2022 
142687256,parent15k2413201908120002910@schlperf.com,IGOR029,ABAD029,039 Street,Holtsville,NY,501,9215730086,102910,1111,10,2022 
142687257,parent15k2413201908120003011@schlperf.com,ISABELLE030,ABAD030,084 Street,Holtsville,NY,544,9215730089,103011,1111,10,2022 
142687258,parent15k2413201908120003012@schlperf.com,JENNIFER030,ABAD030,086 Street,Agawam,MA,1001,9215730060,103012,1111,10,2022 
142687259,parent15k2413201908120003013@schlperf.com,JONATHAN030,ABAD030,029 Street,Amherst,MA,1002,9215730076,103013,1111,10,2022 
142687260,parent15k2413201908120003014@schlperf.com,JOY030,ABAD030,080 Street,Cushman,MA,1002,9215730093,103014,1111,10,2022 
142687261,parent15k2413201908120003015@schlperf.com,KAREN030,ABAD030,011 Street,Pelham,MA,1002,9215730071,103015,1111,10,2022 
142687262,parent15k2413201908120003016@schlperf.com,KARINA030,ABAD030,040 Street,Amherst,MA,1003,9215730054,103016,1111,10,2022 
142687263,parent15k2413201908120003117@schlperf.com,KRIS031,ABAD031,065 Street,Amherst,MA,1004,9215730089,103117,1111,10,2022 
142687264,parent15k2413201908120003118@schlperf.com,LOURDES031,ABAD031,026 Street,Barre,MA,1005,9215730077,103118,1111,10,2022 
142687265,parent15k2413201908120003119@schlperf.com,MAGER031,ABAD031,044 Street,Belchertown,MA,1007,9215730084,103119,1111,10,2022 
142687266,parent15k2413201908120003120@schlperf.com,MARILOU031,ABAD031,091 Street,Blandford,MA,1008,9215730034,103120,1111,10,2022 
142687267,parent15k2413201908120003121@schlperf.com,MIRTA031,ABAD031,012 Street,Bondsville,MA,1009,9215730071,103121,1111,10,2022 
142687268,parent15k2413201908120003122@schlperf.com,MITCHELL031,ABAD031,067 Street,Brimfield,MA,1010,9215730090,103122,1111,10,2022 
142687269,parent15k2413201908120003123@schlperf.com,PABLO031,ABAD031,084 Street,Chester,MA,1011,9215730034,103123,1111,10,2022 
142687270,parent15k2413201908120003224@schlperf.com,PERLA032,ABAD032,048 Street,Chesterfield,MA,1012,9215730016,103224,1111,10,2022 
142687271,parent15k2413201908120003225@schlperf.com,RAINIER032,ABAD032,077 Street,Willimansett,MA,1013,9215730050,103225,1111,10,2022 
142687272,parent15k2413201908120003226@schlperf.com,REBECCA032,ABAD032,019 Street,Chicopee,MA,1013,9215730095,103226,1111,10,2022 
142687273,parent15k2413201908120003227@schlperf.com,REGINE032,ABAD032,011 Street,Chicopee,MA,1014,9215730048,103227,1111,10,2022 
142687274,parent15k2413201908120003228@schlperf.com,SHANNON032,ABAD032,044 Street,Chicopee,MA,1020,9215730002,103228,1111,10,2022 
142687275,parent15k2413201908120003229@schlperf.com,SUSIE032,ABAD032,029 Street,Chicopee,MA,1021,9215730056,103229,1111,10,2022 
142687276,parent15k2413201908120003230@schlperf.com,TAMERA032,ABAD032,091 Street,Westover Afb,MA,1022,9215730030,103230,1111,10,2022 
142687277,parent15k2413201908120003231@schlperf.com,URSULA032,ABAD032,100 Street,Chicopee,MA,1022,9215730048,103231,1111,10,2022 
142687278,parent15k2413201908120003232@schlperf.com,VALERIE032,ABAD032,074 Street,Cummington,MA,1026,9215730090,103232,1111,10,2022 
142687279,parent15k2413201908120003333@schlperf.com,VICTORIA033,ABAD033,022 Street,Easthampton,MA,1027,9215730004,103333,1111,10,2022 
142687280,parent15k2413201908120003334@schlperf.com,MARIE033,ABADE033,069 Street,Westhampton,MA,1027,9215730032,103334,1111,10,2022 
142687281,parent15k2413201908120003335@schlperf.com,NINA033,ABADEH033,086 Street,Mount Tom,MA,1027,9215730094,103335,1111,10,2022 
142687282,parent15k2413201908120003336@schlperf.com,RANDA033,ABADEH033,011 Street,East Longmeadow,MA,1028,9215730098,103336,1111,10,2022 
142687283,parent15k2413201908120003337@schlperf.com,GRACIE033,ABADESCO033,006 Street,East Otis,MA,1029,9215730096,103337,1111,10,2022 
142687284,parent15k2413201908120003338@schlperf.com,AMAL033,ABADI033,084 Street,Feeding Hills,MA,1030,9215730087,103338,1111,10,2022 
142687285,parent15k2413201908120003339@schlperf.com,ATA033,ABADI033,046 Street,Gilbertville,MA,1031,9215730073,103339,1111,10,2022 
142687286,parent15k2413201908120003340@schlperf.com,CHAYA033,ABADI033,065 Street,Goshen,MA,1032,9215730055,103340,1111,10,2022 
142687287,parent15k2413201908120003441@schlperf.com,DENISE034,ABADI034,070 Street,Granby,MA,1033,9215730047,103441,1111,10,2022 
142687288,parent15k2413201908120003442@schlperf.com,JAWAD034,ABADI034,033 Street,Granville,MA,1034,9215730070,103442,1111,10,2022 
142687289,parent15k2413201908120003443@schlperf.com,LESLIE034,ABUD034,070 Street,Tolland,MA,1034,9215730100,103443,1111,10,2022 
142687290,parent15k2413201908120003444@schlperf.com,AURA034,ABADIA034,074 Street,Hadley,MA,1035,9215730078,103444,1111,10,2022 
142687291,parent15k2413201908120003446@schlperf.com,PATRICIA034,ABADIA034,092 Street,Hardwick,MA,1037,9215730096,103446,1111,10,2022 
142687292,parent15k2413201908120003445@schlperf.com,MARIA034,ABADIA034,011 Street,Hampden,MA,1036,9215730078,103445,1111,10,2022 
142687293,parent15k2413201908120003447@schlperf.com,YADIRA034,ABADIA034,034 Street,Hatfield,MA,1038,9215730043,103447,1111,10,2022 
142687294,parent15k2413201908120003448@schlperf.com,ALEXANDRA034,ABADIE034,001 Street,Haydenville,MA,1039,9215730040,103448,1111,10,2022 
142687295,parent15k2413201908120003449@schlperf.com,ANDREA034,ABADIE034,076 Street,West Whately,MA,1039,9215730046,103449,1111,10,2022 
142687296,parent15k2413201908120003450@schlperf.com,ANN034,ABADIE034,001 Street,Holyoke,MA,1040,9215730012,103450,1111,10,2022 
142687297,parent15k2413201908120003451@schlperf.com,BEN034,ABADIE034,018 Street,Holyoke,MA,1041,9215730013,103451,1111,10,2022 
142687298,parent15k2413201908120003552@schlperf.com,BERNARD035,ABADIE035,067 Street,Huntington,MA,1050,9215730012,103552,1111,10,2022 
142687299,parent15k2413201908120003553@schlperf.com,BONNIE035,ABADIE035,021 Street,Montgomery,MA,1050,9215730068,103553,1111,10,2022 
142687300,parent15k2413201908120003554@schlperf.com,BRANDI035,ABADIE035,090 Street,Leeds,MA,1053,9215730085,103554,1111,10,2022 
142687301,parent15k2413201908120003555@schlperf.com,CRYSTAL035,ABADIE035,060 Street,Leverett,MA,1054,9215730086,103555,1111,10,2022 
142687302,parent15k2413201908120003556@schlperf.com,DAINA035,ABADIE035,059 Street,Ludlow,MA,1056,9215730055,103556,1111,10,2022 
142687303,parent15k2413201908120003557@schlperf.com,DEBRA035,ABADIE035,008 Street,Monson,MA,1057,9215730022,103557,1111,10,2022 
142687304,parent15k2413201908120003558@schlperf.com,ELLIE035,ABADIE035,077 Street,Amherst,MA,1059,9215730002,103558,1111,10,2022 
142687305,parent15k2413201908120003559@schlperf.com,GAIL035,ABADIE035,100 Street,North Amherst,MA,1059,9215730090,103559,1111,10,2022 
142687306,parent15k2413201908120003560@schlperf.com,GISELE035,ABADIE035,061 Street,Northampton,MA,1060,9215730083,103560,1111,10,2022 
142687307,parent15k2413201908120003561@schlperf.com,JACQUELYN035,ABADIE035,005 Street,Northampton,MA,1061,9215730054,103561,1111,10,2022 
142687308,parent15k2413201908120003562@schlperf.com,KRIS035,ABADIE035,096 Street,Northampton,MA,1062,9215730017,103562,1111,10,2022 
142687309,parent15k2413201908120003563@schlperf.com,MELISSA035,ABADIE035,078 Street,Bay State Village,MA,1062,9215730041,103563,1111,10,2022 
142687310,parent15k2413201908120003564@schlperf.com,NICOLE035,ABADIE035,029 Street,Florence,MA,1062,9215730009,103564,1111,10,2022 
142687311,parent15k2413201908120003665@schlperf.com,PAM036,ABADIE036,020 Street,Northampton,MA,1063,9215730093,103665,1111,10,2022 
142687312,parent15k2413201908120003666@schlperf.com,PATTY036,ABADIE036,001 Street,North Hatfield,MA,1066,9215730065,103666,1111,10,2022 
142687313,parent15k2413201908120003667@schlperf.com,REBECCA036,ABADIE036,074 Street,Oakham,MA,1068,9215730090,103667,1111,10,2022 
142687314,parent15k2413201908120003668@schlperf.com,REBEL036,ABADIE036,096 Street,Palmer,MA,1069,9215730062,103668,1111,10,2022 
142687315,parent15k2413201908120003669@schlperf.com,ROSE036,ABADIE036,024 Street,Plainfield,MA,1070,9215730044,103669,1111,10,2022 
142687316,parent15k2413201908120003670@schlperf.com,SANDRA036,ABADIE036,041 Street,Russell,MA,1071,9215730079,103670,1111,10,2022 
142687317,parent15k2413201908120003671@schlperf.com,TRACY036,ABADIE036,063 Street,Shutesbury,MA,1072,9215730047,103671,1111,10,2022 
142687318,parent15k2413201908120003672@schlperf.com,ANGELA036,ABADILLA036,040 Street,Southampton,MA,1073,9215730029,103672,1111,10,2022 
142687319,parent15k2413201908120003673@schlperf.com,ROSE036,ABADIOTAKIS036,091 Street,South Barre,MA,1074,9215730091,103673,1111,10,2022 
142687320,parent15k2413201908120003674@schlperf.com,CHRISTINA036,ABADIR036,057 Street,West Chesterfield,MA,1084,9215730006,103674,1111,10,2022 
142687321,parent15k2413201908120003675@schlperf.com,JENNIFER036,ABADIR036,091 Street,Westfield,MA,1085,9215730055,103675,1111,10,2022 
142687322,parent15k2413201908120003676@schlperf.com,RASHA036,ABADIR036,076 Street,Montgomery,MA,1085,9215730003,103676,1111,10,2022 
142687323,parent15k2413201908120003777@schlperf.com,ESIS037,ABADO037,014 Street,Westfield,MA,1086,9215730052,103777,1111,10,2022 
142687324,parent15k2413201908120003778@schlperf.com,GLEN037,ABADY037,015 Street,West Hatfield,MA,1088,9215730083,103778,1111,10,2022 
142687325,parent15k2413201908120003779@schlperf.com,MOSHE037,ABADY037,096 Street,West Springfield,MA,1089,9215730014,103779,1111,10,2022 
142687326,parent15k2413201908120003780@schlperf.com,NANCY037,ABADY037,071 Street,West Springfield,MA,1090,9215730015,103780,1111,10,2022 
142687327,parent15k2413201908120003781@schlperf.com,NNAMDI037,ABAEKOBE037,047 Street,West Warren,MA,1092,9215730032,103781,1111,10,2022 
142687328,parent15k2413201908120003782@schlperf.com,RACHEL037,ABAGAT037,067 Street,Whately,MA,1093,9215730012,103782,1111,10,2022 
142687329,parent15k2413201908120003783@schlperf.com,ALRENZKIAN037,ABAGGUEY037,002 Street,Wheelwright,MA,1094,9215730086,103783,1111,10,2022 
